fname,lname,address,dob,phoneNum,pw,nationCard,loanKHR,loanUSD,totalKHR,totalUSD
Name546,Surname171,298 Random Street,02-28-1989,1303695006,pass399,6955,98779,1853,100882,2182
Name771,Surname95,268 Random Street,12-02-1972,7586976953,pass445,3309,51885,723,60481,1354
Name169,Surname248,209 Random Street,05-26-2009,3537581498,pass894,5653,99617,2260,106195,2526
Name490,Surname619,154 Random Street,06-04-1996,5446318488,pass411,4443,33316,730,42180,1296
Name631,Surname873,80 Random Street,10-18-1988,7313345404,pass179,4495,99679,3850,102719,4749
Name318,Surname981,338 Random Street,10-24-1982,9971006687,pass300,2572,25585,4756,30152,5643
Name193,Surname262,401 Random Street,11-08-1986,1427951525,pass143,6025,81639,4025,84553,4655
Name706,Surname236,285 Random Street,05-23-2008,5308721773,pass741,7347,30707,174,34943,655
Name232,Surname770,19 Random Street,08-15-1997,7256965369,pass254,4371,59190,4596,67255,4677
Name31,Surname247,198 Random Street,10-12-1999,3358954599,pass664,1895,11700,4535,13544,5189
Name314,Surname728,152 Random Street,05-21-1970,8999537506,pass809,6462,55127,4658,62239,5318
Name452,Surname602,228 Random Street,05-03-1996,2787407523,pass637,7922,15036,1519,20039,1671
Name302,Surname761,329 Random Street,09-08-1997,7213505856,pass385,8563,67232,4733,68106,4936
Name869,Surname737,44 Random Street,05-11-2002,1345584503,pass886,7889,29573,3625,31897,3807
Name685,Surname249,246 Random Street,01-27-1982,2171886646,pass813,6082,11484,3477,15999,3579
Name338,Surname80,384 Random Street,05-26-1974,3036586626,pass200,5126,46871,3985,54106,4489
Name225,Surname844,430 Random Street,04-14-1998,2475408609,pass537,2265,55514,2845,57871,3030
Name180,Surname71,50 Random Street,07-25-1971,5881316065,pass244,3941,71490,1728,79120,2386
Name707,Surname727,197 Random Street,11-04-1971,2643400246,pass554,1976,23708,4375,29774,4386
Name528,Surname865,290 Random Street,04-27-2002,8282182496,pass101,9631,37648,4668,45967,4883
Name841,Surname573,15 Random Street,09-10-1971,9405549939,pass745,5024,61166,2074,63397,2205
Name271,Surname428,356 Random Street,10-18-1984,9820708579,pass867,7921,36210,1140,43897,1967
Name806,Surname969,309 Random Street,11-11-1987,7690190285,pass196,7429,24836,1726,26065,1750
Name338,Surname500,464 Random Street,02-27-1981,7439335429,pass204,9896,49420,325,53108,363
Name667,Surname810,271 Random Street,11-14-1997,1769924258,pass276,7451,34479,4364,38672,5267
Name728,Surname446,491 Random Street,05-03-1985,6650199432,pass956,9603,5481,4842,9502,5619
Name829,Surname114,338 Random Street,02-11-1983,6548517623,pass485,8599,16059,1631,18986,2030
Name128,Surname160,51 Random Street,01-16-1978,7246659159,pass987,4869,50786,1003,56097,1992
Name253,Surname275,220 Random Street,05-21-1986,4257151954,pass274,9294,49914,972,57458,1467
Name347,Surname305,73 Random Street,12-03-1995,8990628303,pass190,3185,4737,1111,13621,1871
Name142,Surname697,76 Random Street,12-07-1979,5138764543,pass599,1647,87284,2327,96561,2644
Name725,Surname324,277 Random Street,04-22-1988,1331769065,pass202,1996,24392,168,31980,292
Name14,Surname632,272 Random Street,01-14-1990,6500957764,pass196,1254,59073,1890,61218,2293
Name613,Surname18,312 Random Street,05-28-2003,5454149700,pass375,9931,55338,676,55948,748
Name790,Surname178,286 Random Street,11-11-1980,9062915278,pass991,6805,38715,2691,43351,3355
Name642,Surname304,71 Random Street,02-01-1973,9048131142,pass602,5801,55205,4753,56961,5232
Name246,Surname114,457 Random Street,12-12-1996,3868474746,pass266,4739,34941,1760,37651,2309
Name115,Surname346,444 Random Street,06-23-1976,4244159971,pass864,4335,2254,1713,4486,2329
Name247,Surname814,342 Random Street,04-09-1994,9598557273,pass227,8253,41765,3175,46452,3520
Name272,Surname840,357 Random Street,11-01-1975,6117792356,pass609,8550,4667,4379,11576,4530
Name226,Surname719,309 Random Street,12-21-2009,6428988655,pass536,5723,39897,4352,46888,4857
Name817,Surname833,111 Random Street,02-07-1986,1156413891,pass405,7857,50913,4543,55115,5470
Name162,Surname992,116 Random Street,03-01-1986,1595068756,pass643,3127,48093,2047,48874,3046
Name135,Surname71,297 Random Street,09-19-1993,2640480574,pass937,4971,20183,3625,23667,4156
Name395,Surname50,225 Random Street,06-14-1996,2713083672,pass387,3960,86032,2256,94848,2515
Name917,Surname68,325 Random Street,12-02-1992,3293073683,pass767,9337,86747,4778,90279,5037
Name147,Surname459,57 Random Street,04-13-1970,7807532398,pass496,3934,7165,208,15474,282
Name695,Surname781,54 Random Street,06-14-1978,3667729155,pass203,1882,54096,2665,63027,3309
Name527,Surname26,429 Random Street,09-08-1978,7101491807,pass208,4829,34912,3534,43920,3912
Name17,Surname598,493 Random Street,08-16-2000,8954050498,pass959,3470,79731,4889,84543,5843
Name342,Surname965,207 Random Street,01-25-1979,7588630799,pass393,3951,17706,2293,27036,2332
Name737,Surname827,266 Random Street,06-11-1991,6281712240,pass962,4044,82847,552,88949,1070
Name713,Surname416,249 Random Street,08-21-2003,5988034109,pass983,5704,4314,4612,11042,5312
Name65,Surname808,289 Random Street,02-07-1971,9181489822,pass345,5673,20671,1620,29679,2142
Name755,Surname254,363 Random Street,10-02-1985,5218528682,pass412,3541,40228,243,42859,1102
Name846,Surname662,302 Random Street,11-25-2003,2864102553,pass430,5554,28465,2300,35070,2808
Name419,Surname30,485 Random Street,01-15-1973,2380542632,pass958,8981,41830,3729,42833,3831
Name259,Surname985,55 Random Street,10-26-2009,9099772914,pass153,2960,76415,2654,82436,2898
Name979,Surname111,294 Random Street,06-06-1996,3978882694,pass125,7582,94366,2003,101854,2593
Name927,Surname170,303 Random Street,01-10-2008,3641405529,pass676,8048,81563,1976,89579,2397
Name207,Surname335,102 Random Street,04-02-2004,1573482234,pass987,7390,48500,3226,49216,3820
Name855,Surname874,3 Random Street,04-26-1994,2461434063,pass388,5838,93901,999,97607,1592
Name419,Surname263,114 Random Street,01-10-1981,5429291802,pass555,4472,80102,2987,88302,3844
Name208,Surname913,157 Random Street,01-02-2001,7949812411,pass670,4397,85053,277,94005,857
Name988,Surname69,76 Random Street,12-24-1978,6543235002,pass979,3508,49156,980,57077,1812
Name391,Surname315,215 Random Street,06-25-2009,8967118030,pass480,5640,65273,4917,65917,5412
Name990,Surname557,333 Random Street,06-22-1983,4323224988,pass811,5776,73406,4696,80311,5086
Name300,Surname102,128 Random Street,04-03-1992,9728598479,pass653,7374,36081,2567,44294,3411
Name192,Surname949,100 Random Street,03-19-1992,7722479825,pass800,6886,64707,3794,66580,4196
Name258,Surname294,407 Random Street,05-27-1996,4706632483,pass702,8414,95502,1736,102056,2639
Name90,Surname318,55 Random Street,02-20-1978,5437784847,pass884,8745,5167,4355,13648,4649
Name872,Surname775,497 Random Street,09-20-1973,7340217555,pass383,8277,63730,323,72349,450
Name985,Surname297,100 Random Street,05-16-1986,8588130432,pass848,8279,17507,1297,26444,1496
Name483,Surname743,463 Random Street,12-21-1972,7382620762,pass951,3355,81754,194,87342,304
Name797,Surname980,106 Random Street,05-09-1994,5343821022,pass943,6957,68406,3720,78188,4712
Name631,Surname409,145 Random Street,11-24-2002,8853349475,pass987,4160,94426,267,100864,451
Name195,Surname971,488 Random Street,08-15-1971,1480692934,pass274,2622,44427,2204,53829,3124
Name486,Surname391,149 Random Street,09-10-1992,5724751542,pass848,4309,11602,4258,15068,4736
Name443,Surname388,222 Random Street,04-27-1999,5690036692,pass211,1842,82989,2847,90054,3259
Name459,Surname644,287 Random Street,11-02-1998,9278044835,pass315,2168,28984,2843,32834,3583
Name146,Surname340,98 Random Street,04-27-1979,2948983562,pass447,1683,27397,4134,28977,4196
Name212,Surname128,385 Random Street,09-27-2001,2449663146,pass557,5835,98173,2526,105646,2558
Name179,Surname776,292 Random Street,04-17-1995,7622606025,pass243,9316,15930,4753,20342,4797
Name895,Surname157,386 Random Street,05-27-1999,7170036189,pass306,6491,35412,3621,44874,4067
Name539,Surname721,230 Random Street,04-02-2000,1555306394,pass872,7812,66527,1323,73097,1951
Name546,Surname903,265 Random Street,12-08-1978,6882305177,pass839,8286,72237,1745,82035,1868
Name271,Surname1,174 Random Street,08-03-2009,4764878400,pass586,9018,44057,1536,51637,2087
Name152,Surname953,363 Random Street,10-11-2006,6911437319,pass721,7877,45772,1112,46636,1155
Name317,Surname955,455 Random Street,07-16-1977,6068468513,pass153,3609,75383,2443,77692,2739
Name42,Surname551,87 Random Street,09-25-2010,8668627780,pass839,5670,74907,4132,76204,4666
Name521,Surname246,303 Random Street,09-27-1989,3594707287,pass129,7528,51554,774,55654,1055
Name894,Surname384,464 Random Street,03-18-1973,9914912589,pass147,4658,91281,3783,95361,3858
Name625,Surname99,263 Random Street,02-22-1979,5800002396,pass615,5403,39617,918,42284,1179
Name43,Surname666,483 Random Street,08-04-1978,9056381367,pass777,6079,32547,2459,34997,2818
Name261,Surname387,313 Random Street,05-25-1990,1903524796,pass669,3214,31700,942,35504,1726
Name294,Surname144,268 Random Street,04-17-1974,1701441279,pass540,2640,55462,3948,61541,4065
Name965,Surname129,131 Random Street,11-28-2003,4558588315,pass984,6381,29850,102,36177,893
Name599,Surname31,445 Random Street,09-19-1978,2919590507,pass845,4221,58250,415,59024,435
Name470,Surname845,476 Random Street,08-14-2003,4925255713,pass458,5830,99018,2443,107749,3203
Name476,Surname645,181 Random Street,03-23-1991,8966406903,pass311,4365,11274,487,14392,1184
Name101,Surname551,425 Random Street,08-12-1976,9888486131,pass582,1167,66937,2314,71924,2862
Name676,Surname565,462 Random Street,03-11-2003,1631027834,pass830,7838,16196,914,18602,989
Name561,Surname714,286 Random Street,10-19-1976,2879387909,pass786,5606,25427,1947,32549,2785
Name426,Surname680,182 Random Street,10-02-2008,7719361666,pass341,6400,51347,3999,60797,4084
Name797,Surname402,305 Random Street,01-03-1981,1794447269,pass861,5653,7745,1173,16230,1374
Name983,Surname519,300 Random Street,09-09-1989,6278183743,pass169,6957,72582,2697,79790,3655
Name615,Surname983,388 Random Street,09-01-1986,5625016523,pass458,8886,9281,4596,15028,4830
